300	50	340	150	110	300	260	340	450	120
460	50	500	200	110	460	310	500	450	120
620	50	660	250	110	620	360	660	450	120
780	50	820	200	110	780	310	820	450	120
940	50	980	250	110	940	360	980	450	120
1100	50	1140	300	110	1100	410	1140	450	120
1260	50	1300	250	110	1260	360	1300	450	120
1420	50	1460	270	110	1420	380	1460	450	120
1580	50	1620	320	110	1580	430	1620	450	120
1740	50	1780	320	110	1740	430	1780	450	120
1900	50	1940	200	110	1900	310	1940	450	120
2060	50	2100	150	110	2060	260	2100	450	120
2220	50	2260	100	110	2220	210	2260	450	120
2380	50	2420	120	110	2380	230	2420	450	120
2540	50	2580	170	110	2540	280	2580	450	120
2700	50	2740	220	110	2700	330	2740	450	120
2860	50	2900	270	110	2860	380	2900	450	120
3020	50	3060	320	110	3020	430	3060	450	120
3180	50	3220	300	110	3180	410	3220	450	120
3340	50	3380	320	110	3340	430	3380	450	120
3500	50	3540	270	110	3500	380	3540	450	120
3660	50	3700	250	110	3660	360	3700	450	120
3820	50	3860	300	110	3820	410	3860	450	120
3980	50	4020	250	110	3980	360	4020	450	120
4140	50	4180	200	110	4140	310	4180	450	120
4300	50	4340	150	110	4300	260	4340	450	120
4460	50	4500	160	110	4460	270	4500	450	120
4620	50	4660	210	110	4620	320	4660	450	120
4780	50	4820	260	110	4780	370	4820	450	120
4940	50	4980	310	110	4940	420	4980	450	120
5100	50	5140	340	110	5100	450	5140	450	120
5260	50	5300	300	110	5260	410	5300	450	120
5420	50	5460	250	110	5420	360	5460	450	120
5580	50	5620	270	110	5580	380	5620	450	120
5740	50	5780	320	110	5740	430	5780	450	120
5900	50	5940	290	110	5900	400	5940	450	120
6060	50	6100	250	110	6060	360	6100	450	120
6220	50	6260	240	110	6220	350	6260	450	120
6380	50	6420	210	110	6380	320	6420	450	120
6540	50	6580	260	110	6540	370	6580	450	120
6700	50	6740	210	110	6700	320	6740	450	120
6860	50	6900	160	110	6860	270	6900	450	120
7020	50	7060	200	110	7020	310	7060	450	120
7180	50	7220	250	110	7180	360	7220	450	120
7340	50	7380	300	110	7340	410	7380	450	120
7500	50	7540	250	110	7500	360	7540	450	120
7660	50	7700	200	110	7660	310	7700	450	120
7820	50	7860	200	110	7820	310	7860	450	120
7980	50	8020	250	110	7980	360	8020	450	120
8140	50	8180	280	110	8140	390	8180	450	120
8800	50	8740	270	80	8800	350	8740	450	120
