300	50	340	230	110	300	340	340	450	120
460	50	500	260	110	460	370	500	450	120
620	50	660	290	110	620	400	660	450	120
780	50	820	320	110	780	430	820	450	120
940	50	980	340	110	940	450	980	450	120
1100	50	1140	310	110	1100	420	1140	450	120
1260	50	1300	280	110	1260	390	1300	450	120
1420	50	1460	250	110	1420	360	1460	450	120
1580	50	1620	230	110	1580	340	1620	450	120
1740	50	1780	200	110	1740	310	1780	450	120
1900	50	1940	170	110	1900	280	1940	450	120
2060	50	2100	190	110	2060	300	2100	450	120
2220	50	2260	220	110	2220	330	2260	450	120
2380	50	2420	190	110	2380	300	2420	450	120
2540	50	2580	220	110	2540	330	2580	450	120
2700	50	2740	250	110	2700	360	2740	450	120
2860	50	2900	280	110	2860	390	2900	450	120
3020	50	3060	310	110	3020	420	3060	450	120
3180	50	3220	340	110	3180	450	3220	450	120
3340	50	3380	360	110	3340	470	3380	450	120
3500	50	3540	390	110	3500	500	3540	450	120
3660	50	3700	400	110	3660	510	3700	450	120
3820	50	3860	370	110	3820	480	3860	450	120
3980	50	4020	340	110	3980	450	4020	450	120
4140	50	4180	310	110	4140	420	4180	450	120
4300	50	4340	280	110	4300	390	4340	450	120
4460	50	4500	250	110	4460	360	4500	450	120
4620	50	4660	230	110	4620	340	4660	450	120
4780	50	4820	200	110	4780	310	4820	450	120
4940	50	4980	170	110	4940	280	4980	450	120
5100	50	5140	220	110	5100	330	5140	450	120
5260	50	5300	230	110	5260	340	5300	450	120
5420	50	5460	260	110	5420	370	5460	450	120
5580	50	5620	280	110	5580	390	5620	450	120
5740	50	5780	300	110	5740	410	5780	450	120
5900	50	5940	270	110	5900	380	5940	450	120
6060	50	6100	300	110	6060	410	6100	450	120
6220	50	6260	330	110	6220	440	6260	450	120
6380	50	6420	360	110	6380	470	6420	450	120
6540	50	6580	400	110	6540	510	6580	450	120
6700	50	6740	440	110	6700	550	6740	450	120
6860	50	6900	410	110	6860	520	6900	450	120
7020	50	7060	390	110	7020	500	7060	450	120
7180	50	7220	360	110	7180	470	7220	450	120
7340	50	7380	330	110	7340	440	7380	450	120
7500	50	7540	300	110	7500	410	7540	450	120
7660	50	7700	270	110	7660	380	7700	450	120
7820	50	7860	310	110	7820	420	7860	450	120
7980	50	8020	340	110	7980	450	8020	450	120
8140	50	8180	300	110	8140	410	8180	450	120
8800	50	8740	270	80	8800	350	8740	450	120
