300	50	340	150	110	300	260	340	450	120
460	50	500	190	110	460	300	500	450	120
620	50	660	230	110	620	340	660	450	120
780	50	820	270	110	780	380	820	450	120
940	50	980	310	110	940	420	980	450	120
1100	50	1140	340	110	1100	450	1140	450	120
1260	50	1300	310	110	1260	420	1300	450	120
1420	50	1460	270	110	1420	380	1460	450	120
1580	50	1620	300	110	1580	410	1620	450	120
1740	50	1780	270	110	1740	380	1780	450	120
1900	50	1940	290	110	1900	400	1940	450	120
2060	50	2100	330	110	2060	440	2100	450	120
2220	50	2260	340	110	2220	450	2260	450	120
2380	50	2420	300	110	2380	410	2420	450	120
2540	50	2580	270	110	2540	380	2580	450	120
2700	50	2740	290	110	2700	400	2740	450	120
2860	50	2900	320	110	2860	430	2900	450	120
3020	50	3060	280	110	3020	390	3060	450	120
3180	50	3220	250	110	3180	360	3220	450	120
3340	50	3380	210	110	3340	320	3380	450	120
3500	50	3540	170	110	3500	280	3540	450	120
3660	50	3700	130	110	3660	240	3700	450	120
3820	50	3860	150	110	3820	260	3860	450	120
3980	50	4020	190	110	3980	300	4020	450	120
4140	50	4180	230	110	4140	340	4180	450	120
4300	50	4340	270	110	4300	380	4340	450	120
4460	50	4500	310	110	4460	420	4500	450	120
4620	50	4660	340	110	4620	450	4660	450	120
4780	50	4820	310	110	4780	420	4820	450	120
4940	50	4980	290	110	4940	400	4980	450	120
5100	50	5140	310	110	5100	420	5140	450	120
5260	50	5300	320	110	5260	430	5300	450	120
5420	50	5460	280	110	5420	390	5460	450	120
5580	50	5620	240	110	5580	350	5620	450	120
5740	50	5780	200	110	5740	310	5780	450	120
5900	50	5940	160	110	5900	270	5940	450	120
6060	50	6100	180	110	6060	290	6100	450	120
6220	50	6260	220	110	6220	330	6260	450	120
6380	50	6420	250	110	6380	360	6420	450	120
6540	50	6580	290	110	6540	400	6580	450	120
6700	50	6740	330	110	6700	440	6740	450	120
6860	50	6900	290	110	6860	400	6900	450	120
7020	50	7060	250	110	7020	360	7060	450	120
7180	50	7220	310	110	7180	420	7220	450	120
7340	50	7380	270	110	7340	380	7380	450	120
7500	50	7540	230	110	7500	340	7540	450	120
7660	50	7700	210	110	7660	320	7700	450	120
7820	50	7860	170	110	7820	280	7860	450	120
7980	50	8020	130	110	7980	240	8020	450	120
8140	50	8180	170	110	8140	280	8180	450	120
8800	50	8740	270	80	8800	350	8740	450	120
